"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/11 3:22:51 PM GMT-3","Mujer","23","1.60","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:22:52 PM GMT-3","Hombre","32","1.72","Adelante izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:22:55 PM GMT-3","Mujer","21","1.61","Atrás izquierda","Alta","Media","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:22:57 PM GMT-3","Hombre","43","1.87","Atrás izquierda","Media","Media","Media","Media","A gas","Botón de la cocina","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:23:17 PM GMT-3","Mujer","40","1.52","Adelante derecha","Media","Funciona mal","Alta","Baja","Eléctrica","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:23:23 PM GMT-3","Hombre","37","1.67","Adelante derecha","Alta","Media","Alta","Media","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:23:27 PM GMT-3","Mujer","35","1.52","Adelante derecha","Funciona mal","Funciona mal","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 3:23:28 PM GMT-3","Mujer","20","1.65","Adelante izquierda","Alta","Alta","Funciona mal","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 3:23:28 PM GMT-3","Mujer","32","1.57","Adelante derecha","Media","Funciona mal","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:23:28 PM GMT-3","Hombre","23","1.80","Adelante izquierda","Alta","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:23:42 PM GMT-3","Hombre","34","1.8","Adelante izquierda","Media","Media","Baja","Media","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:23:44 PM GMT-3","Hombre","62","174","Atrás derecha","Alta","Alta","Alta","Alta","Eléctrica","Es automático","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:23:49 PM GMT-3","Mujer","32","1.68","Adelante derecha","Media","Baja","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:23:53 PM GMT-3","Hombre","30","1.78","Adelante izquierda","Baja","Alta","Alta","Media","A gas","Magiclik;Botón de la cocina","Día por medio","Derecha","No","No","Izquierda"
"2020/08/11 3:23:56 PM GMT-3","Mujer","28","1.69","Adelante izquierda","Alta","Media","Funciona mal","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:24:11 PM GMT-3","Mujer","27","1.63","Adelante izquierda","Funciona mal","Media","Alta","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:24:13 PM GMT-3","Mujer","31","1.59","Atrás izquierda","Alta","Funciona mal","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:24:14 PM GMT-3","Mujer","32","1.60","Adelante izquierda","Media","Alta","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:24:16 PM GMT-3","Mujer","28","1.70","Adelante izquierda","Baja","Alta","Media","Alta","A gas","Encendedor","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:24:24 PM GMT-3","Mujer","21","1.60","Adelante izquierda","Media","Alta","Baja","Baja","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:24:31 PM GMT-3","Mujer","26","1.64","Adelante derecha","Media","Baja","Media","Funciona mal","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:24:32 PM GMT-3","Mujer","19","1.64","Adelante derecha","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:24:37 PM GMT-3","Hombre","51","1.66","Atrás izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 3:24:40 PM GMT-3","Mujer","25","1.68","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:24:43 PM GMT-3","Mujer","28","1.64","Adelante derecha","Baja","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:24:56 PM GMT-3","Mujer","34","1.52","Adelante derecha","Media","Alta","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:24:59 PM GMT-3","Hombre","26","1.70","Adelante izquierda","Alta","Baja","Funciona mal","Media","A gas","Encendedor","Todos los días","Izquierda;Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:25:02 PM GMT-3","Hombre","26","1.77","Adelante izquierda","Baja","Alta","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:25:03 PM GMT-3","Hombre","33","1.85","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:25:07 PM GMT-3","Hombre","32","1.95","Adelante izquierda","Media","Media","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:25:08 PM GMT-3","Mujer","40","1.56","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:09 PM GMT-3","Mujer","25","173","Atrás derecha","Alta","Baja","Baja","Alta","A gas","Encendedor","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:11 PM GMT-3","Hombre","39","1.80","Atrás derecha","Media","Alta","Baja","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:14 PM GMT-3","Hombre","33","1.68","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:25:14 PM GMT-3","Mujer","47","1.67","Adelante derecha","Media","Media","Media","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:15 PM GMT-3","Mujer","23","1.60","Atrás derecha","Alta","Media","Baja","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:16 PM GMT-3","Mujer","20","1.63","Atrás derecha","Media","Alta","Baja","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:25:17 PM GMT-3","Mujer","25","1.64","Atrás izquierda","Alta","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:25:18 PM GMT-3","Hombre","43","1.84","Atrás izquierda","Media","Media","Media","Media","A gas","Encendedor","Día por medio","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:25:23 PM GMT-3","Hombre","31","1.73","Adelante derecha","Media","Baja","Alta","Media","A gas","Es automático","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:25:28 PM GMT-3","Hombre","55","1.83","Adelante derecha","Baja","Alta","Baja","Alta","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:25:47 PM GMT-3","Hombre","35","1.80","Atrás izquierda","Media","Alta","Funciona mal","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:25:51 PM GMT-3","Mujer","36","1.64","Adelante derecha","Media","Funciona mal","Alta","Funciona mal","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:26:03 PM GMT-3","Hombre","40","1.90","Adelante derecha","Media","Baja","Alta","Baja","A gas","Magiclik","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 3:26:10 PM GMT-3","Mujer","24","1.63","Adelante izquierda","Media","Media","Funciona mal","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:26:11 PM GMT-3","Hombre","44","1.81","Adelante izquierda","Media","Media","Funciona mal","Media","Y tiene 5 hornallas, prefiero la del centro. Tuve que marcar la 2a favorita ","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:26:15 PM GMT-3","Hombre","36","1.87","Adelante izquierda","Baja","Alta","Baja","Baja","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Izquierda;Derecha"
"2020/08/11 3:26:15 PM GMT-3","Mujer","29","1.58","Adelante izquierda","Alta","Alta","No tengo","Funciona mal","A gas","Encendedor","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 3:26:21 PM GMT-3","Mujer","32","1.73","Atrás derecha","Alta","Baja","Media","Baja","Eléctrica","Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:26:22 PM GMT-3","Hombre","23","1.65","Adelante derecha","Alta","Alta","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:26:41 PM GMT-3","Mujer","19","1.56","Atrás izquierda","Media","Baja","Baja","Media","A gas","Encendedor;Magiclik;Fósforos","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:26:41 PM GMT-3","Mujer","41","1.69","Adelante izquierda","Media","Media","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:26:47 PM GMT-3","Hombre","26","1.61","Adelante izquierda","Funciona mal","Media","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:26:49 PM GMT-3","Mujer","35","1.59","Adelante izquierda","Alta","Media","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 3:27:01 PM GMT-3","Mujer","29","1.65","Atrás derecha","Media","Baja","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:27:05 PM GMT-3","Mujer","24","1.60","Adelante derecha","Media","Baja","Media","Funciona mal","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:27:07 PM GMT-3","Hombre","37","1.78","Adelante derecha","Media","Baja","Media","Alta","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:27:09 PM GMT-3","Mujer","36","1.50","Atrás izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:27:11 PM GMT-3","Mujer","34","1.56","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:27:14 PM GMT-3","Hombre","23","1.70","Adelante izquierda","Media","Media","Media","Media","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:27:16 PM GMT-3","Hombre","37","1.76","Adelante izquierda","Media","Media","Baja","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:27:18 PM GMT-3","Hombre","41","1.73","Adelante derecha","Baja","Alta","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:27:30 PM GMT-3","Hombre","20","1.82","Adelante derecha","Alta","Baja","Media","Baja","A gas","Botón de la cocina","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:27:48 PM GMT-3","Mujer","18","1.67","Atrás izquierda","Media","Media","Baja","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:27:50 PM GMT-3","Mujer","59","1.72","Atrás derecha","Baja","Baja","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:27:52 PM GMT-3","Mujer","23","1.54","Adelante derecha","Funciona mal","Baja","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:28:03 PM GMT-3","Hombre","40","1.74","Adelante derecha","Alta","Media","Media","Alta","Eléctrica","Botón de la cocina","Día por medio","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:28:05 PM GMT-3","Hombre","45","1.74","Adelante derecha","Media","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:28:09 PM GMT-3","Mujer","24","1.65","Atrás derecha","Alta","Alta","Funciona mal","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:28:22 PM GMT-3","Hombre","45","1.69","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:28:26 PM GMT-3","Mujer","56","1.68","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:28:32 PM GMT-3","Mujer","24","1.63","Atrás izquierda","Alta","Baja","Funciona mal","Alta","A gas","Encendedor;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:28:40 PM GMT-3","Hombre","45","1.75","Adelante izquierda","Alta","Alta","Baja","Baja","A gas","Encendedor;Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:28:46 PM GMT-3","Mujer","44","1.55","Atrás izquierda","Alta","Baja","Media","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:28:48 PM GMT-3","Hombre","23","1.70","Adelante izquierda","Media","Alta","Baja","Baja","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 3:28:57 PM GMT-3","Hombre","44","1.74","Adelante izquierda","Media","Media","Media","Media","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 3:29:14 PM GMT-3","Mujer","27","1.70","Adelante derecha","Baja","Media","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 3:29:23 PM GMT-3","Hombre","32","1.78","Atrás derecha","Baja","Baja","Funciona mal","Media","A gas","Encendedor;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:29:44 PM GMT-3","Hombre","20","1.74","Adelante derecha","Media","Media","Alta","No tengo","A gas","Magiclik","Una vez por semana o menos","Derecha","No","No","Izquierda"
"2020/08/11 3:29:44 PM GMT-3","Mujer","29","1.50","Adelante derecha","Alta","Alta","Alta","Alta","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 3:29:53 PM GMT-3","Hombre","21","1.76","Adelante derecha","Media","Alta","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 3:29:55 PM GMT-3","Mujer","35","1.53","Adelante izquierda","Baja","Funciona mal","Media","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/11 3:29:55 PM GMT-3","Mujer","26","1.55","Atrás derecha","Alta","Media","Funciona mal","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 3:30:01 PM GMT-3","Hombre","20","1.81","Atrás derecha","Media","No tengo","Baja","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:30:06 PM GMT-3","Mujer","32","1.64","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 3:30:11 PM GMT-3","Hombre","39","1.78","Adelante derecha","Media","Baja","Alta","Funciona mal","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
