"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/11 4:28:08 PM GMT-3","Hombre","30","1.87","Atrás izquierda","Alta","Funciona mal","Baja","Alta","A gas","Magiclik","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:28:08 PM GMT-3","Mujer","35","1.68","Adelante izquierda","Media","Alta","Media","Alta","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:12 PM GMT-3","Hombre","25","1.72","Adelante derecha","Funciona mal","Media","Alta","No tengo","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:12 PM GMT-3","Mujer","25","1.62","Atrás derecha","Alta","Baja","Media","Alta","A gas","Encendedor","Día por medio","Derecha","No","No","Derecha"
"2020/08/11 4:28:12 PM GMT-3","Hombre","38","1.76","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Fósforos","Todos los días","Izquierda","No","No","Izquierda;Derecha"
"2020/08/11 4:28:26 PM GMT-3","Mujer","25","1.56","Atrás izquierda","Alta","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:28:27 PM GMT-3","Hombre","47","1.8","Adelante izquierda","Media","Alta","Media","Baja","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:44 PM GMT-3","Mujer","20","1.69","Adelante izquierda","Baja","Media","Media","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:51 PM GMT-3","Mujer","20","1.70","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Fósforos","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:54 PM GMT-3","Mujer","55","1.58","Adelante izquierda","Funciona mal","Alta","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:28:55 PM GMT-3","Mujer","25","1.65","Adelante izquierda","Media","Media","Alta","Baja","A gas","Es automático","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:28:56 PM GMT-3","Hombre","31","1.76","Adelante derecha","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:29:01 PM GMT-3","Mujer","42","1.67","Atrás izquierda","Alta","Baja","Media","Media","A gas","Es automático","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:29:06 PM GMT-3","Mujer","22","1.595","Atrás izquierda","Alta","Alta","Alta","Alta","A gas","Fósforos","Día por medio","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:29:08 PM GMT-3","Hombre","29","1.68","Atrás izquierda","Alta","Funciona mal","Baja","Media","Eléctrica","Es automático","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:29:10 PM GMT-3","Mujer","37","1.54","Adelante izquierda","Alta","Baja","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:29:32 PM GMT-3","Hombre","27","1.79","Atrás derecha","Alta","Alta","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:29:34 PM GMT-3","Hombre","25","1.60","Adelante derecha","Media","Media","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:29:54 PM GMT-3","Mujer","27","1.95","Adelante derecha","Baja","Funciona mal","Alta","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:29:55 PM GMT-3","Otre","35","1.80","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:29:55 PM GMT-3","Mujer","21","1.63","Adelante derecha","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:30:13 PM GMT-3","Mujer","19","1.70","Adelante derecha","Media","Funciona mal","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:30:13 PM GMT-3","Mujer","23","1.65","Adelante izquierda","Funciona mal","Alta","Baja","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:30:15 PM GMT-3","Mujer","29","1.59","Adelante derecha","Funciona mal","Baja","Media","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:30:17 PM GMT-3","Hombre","22","1.73","Adelante derecha","Media","Media","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:30:19 PM GMT-3","Mujer","36","1.61","Atrás derecha","Alta","Baja","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:30:19 PM GMT-3","Mujer","25","1.78","Adelante izquierda","Media","Alta","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:30:20 PM GMT-3","Mujer","43","1.67","Atrás izquierda","Media","Baja","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:30:23 PM GMT-3","Hombre","23","1.8","Adelante izquierda","Baja","Alta","Funciona mal","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:30:38 PM GMT-3","Mujer","31","1.57","Adelante derecha","Media","Baja","Media","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:30:38 PM GMT-3","Hombre","40","1.78","Atrás izquierda","Media","Baja","Media","Alta","A gas","Es automático","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:30:45 PM GMT-3","Hombre","25","1.66","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:31:01 PM GMT-3","Hombre","31","1.73","Atrás derecha","Media","No tengo","Funciona mal","Media","A gas","Fósforos","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:31:07 PM GMT-3","Mujer","54","1.64","Atrás izquierda","Media","Funciona mal","Media","Baja","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:31:09 PM GMT-3","Mujer","26","1.72","Atrás derecha","Baja","Baja","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:31:15 PM GMT-3","Mujer","24","1.64","Atrás derecha","Media","Baja","Baja","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:31:16 PM GMT-3","Mujer","26","1.72","Atrás derecha","Baja","Baja","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:31:23 PM GMT-3","Mujer","38","1.63","Adelante izquierda","Media","Alta","Media","Media","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:31:26 PM GMT-3","Mujer","28","1.66","Adelante izquierda","Media","Media","Alta","Funciona mal","A gas","Magiclik","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:32:04 PM GMT-3","Mujer","43","163","Adelante derecha","Baja","Media","Alta","Alta","A gas","Magiclik","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 4:32:09 PM GMT-3","Mujer","23","1.68","Adelante izquierda","Media","Media","Media","Baja","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:32:21 PM GMT-3","Mujer","30","1.57","Adelante derecha","Media","Alta","Alta","Alta","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:32:25 PM GMT-3","Mujer","26","1.60","Adelante izquierda","Media","Alta","Baja","No tengo","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:32:35 PM GMT-3","Mujer","28","1.56","Atrás izquierda","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:32:39 PM GMT-3","Mujer","24","1.68","Adelante izquierda","Alta","Media","Baja","Media","A gas","Magiclik;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:32:41 PM GMT-3","Mujer","32","1.57","Adelante derecha","Alta","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:32:50 PM GMT-3","Hombre","30","1.70","Adelante derecha","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:32:59 PM GMT-3","Mujer","29","1.59","Adelante izquierda","Alta","Media","Baja","Media","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:33:14 PM GMT-3","Hombre","22","1.81","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:33:26 PM GMT-3","Hombre","24","1.7","Adelante derecha","Funciona mal","Media","Alta","Baja","A gas","Encendedor","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:33:26 PM GMT-3","Hombre","33","1.74","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:33:35 PM GMT-3","Mujer","33","1.50","Adelante izquierda","Media","Alta","Baja","No tengo","A gas","Encendedor","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:33:36 PM GMT-3","Mujer","26","1.58","Adelante izquierda","Media","Baja","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:33:40 PM GMT-3","Mujer","21","1.58","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:33:54 PM GMT-3","Hombre","39","1.80","Adelante derecha","Media","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:34:25 PM GMT-3","Mujer","35","1.68","Atrás derecha","Media","Baja","Media","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:34:31 PM GMT-3","Hombre","24","1.75","Adelante izquierda","Baja","Alta","Baja","Funciona mal","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:34:33 PM GMT-3","Hombre","34","1.67","Adelante izquierda","Alta","Alta","Media","Alta","A gas","Botón de la cocina","Día por medio","Derecha","No","No","Derecha"
"2020/08/11 4:34:33 PM GMT-3","Hombre","45","1.58","Adelante derecha","Alta","Baja","Baja","Media","A gas","Encendedor","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:34:46 PM GMT-3","Mujer","27","1.57","Adelante derecha","Media","Baja","Alta","Baja","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:34:46 PM GMT-3","Mujer","33","1.62","Adelante izquierda","Media","Alta","Media","No tengo","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:34:54 PM GMT-3","Hombre","48","1.73","Adelante izquierda","Media","Alta","Alta","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:35:04 PM GMT-3","Mujer","36","1.63","Atrás derecha","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:35:05 PM GMT-3","Hombre","23","1.60","Adelante izquierda","Baja","Media","Baja","Media","A gas","Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:35:09 PM GMT-3","Hombre","25","1.75","Adelante derecha","Funciona mal","Alta","Baja","Media","A gas","Fósforos;Botón de la cocina;Mi favorita es la única que enciende con el botón de la cocina, las otras las tengo que encender con fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:35:20 PM GMT-3","Hombre","40","1.75","Atrás izquierda","Alta","Media","Baja","Media","Eléctrica","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:35:31 PM GMT-3","Hombre","38","1.75","Atrás izquierda","Alta","Baja","Baja","Media","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/11 4:35:45 PM GMT-3","Hombre","21","1.73","Adelante izquierda","Media","Media","Alta","Media","ambas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:35:52 PM GMT-3","Hombre","37","1.69","Adelante izquierda","Media","Media","Alta","Baja","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:35:58 PM GMT-3","Mujer","25","1.65","Adelante derecha","Alta","Baja","Media","No tengo","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:36:00 PM GMT-3","Hombre","25","1.69","Adelante izquierda","Media","Media","Baja","Media","A gas","Botón de la cocina;Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:36:04 PM GMT-3","Mujer","31","1.64","Atrás izquierda","Media","Baja","Baja","Media","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:36:19 PM GMT-3","Mujer","32","1.6","Adelante izquierda","Funciona mal","Alta","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:36:37 PM GMT-3","Mujer","32","1.70","Adelante derecha","Baja","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:36:53 PM GMT-3","Mujer","50","1.69","Adelante derecha","Alta","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:36:53 PM GMT-3","Hombre","29","1.7","Adelante derecha","Media","Alta","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:37:19 PM GMT-3","Mujer","27","1.60","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:37:36 PM GMT-3","Mujer","36","1.70","Atrás izquierda","Alta","Media","Alta","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:37:36 PM GMT-3","Mujer","34","1.61","Adelante derecha","Alta","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:38:15 PM GMT-3","Hombre","24","1.75","Adelante izquierda","Alta","Alta","Baja","Media","A gas","Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:38:33 PM GMT-3","Mujer","21","1.51","Atrás derecha","Media","Media","Baja","Alta","A gas","Botón de la cocina","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:38:43 PM GMT-3","Mujer","29","1.57","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:38:52 PM GMT-3","Mujer","24","1.65","Adelante derecha","Baja","Funciona mal","Alta","Media","A gas","Encendedor;Magiclik","Día por medio","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:38:52 PM GMT-3","Hombre","35","1.67","Adelante derecha","Media","Media","Media","Media","Eléctrica","Es automático","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha;Al frente"
"2020/08/11 4:39:00 PM GMT-3","Mujer","25","1.66","Adelante izquierda","Media","Media","Baja","Baja","A gas","Botón de la cocina;Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:39:08 PM GMT-3","Hombre","46","1.86","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Magiclik;Botón de la cocina","Todos los días","Izquierda","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:39:13 PM GMT-3","Hombre","32","1.80","Atrás izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:39:16 PM GMT-3","Hombre","24","1.72","Adelante derecha","Media","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:39:33 PM GMT-3","Hombre","32","1.97","Atrás derecha","Baja","Baja","Funciona mal","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:39:39 PM GMT-3","Mujer","21","1.63","Adelante derecha","Alta","Funciona mal","Alta","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:39:44 PM GMT-3","Hombre","27","1.86","Adelante derecha","Funciona mal","Baja","Alta","No tengo","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:39:51 PM GMT-3","Mujer","34","1.52","Atrás derecha","Funciona mal","Funciona mal","Media","Alta","A gas","Con las velitas largas del súper, que enciendo en el piloto del calefón","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:39:52 PM GMT-3","Hombre","31","1.68","Atrás izquierda","Media","Media","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/11 4:40:05 PM GMT-3","Mujer","50","1.57","Atrás derecha","Media","Alta","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/11 4:40:10 PM GMT-3","Mujer","19","1.61","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:40:21 PM GMT-3","Mujer","46","1.70","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/11 4:40:24 PM GMT-3","Mujer","24","1.73","Atrás derecha","Media","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/11 4:40:26 PM GMT-3","Mujer","25","1.60 ","Adelante izquierda","Alta","Media","Baja","Alta","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:40:32 PM GMT-3","Hombre","30","1.70","Adelante derecha","Baja","Baja","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:40:39 PM GMT-3","Mujer","30","1.63","Atrás derecha","Funciona mal","Media","Funciona mal","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:40:47 PM GMT-3","Mujer","23","1.67","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:41:02 PM GMT-3","Mujer","53","1.55","Adelante derecha","Baja","Baja","Alta","Media","Combinada (3 horanallas a gas, una eléctrica, horno eléctrico)","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:41:06 PM GMT-3","Mujer","60","1.63","Atrás derecha","Alta","Funciona mal","Media","Alta","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:41:10 PM GMT-3","Hombre","46","1.61","Adelante derecha","Media","Alta","Alta","Funciona mal","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda"
"2020/08/11 4:41:29 PM GMT-3","Hombre","30","1.82","Adelante derecha","Media","Alta","Alta","Media","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:41:35 PM GMT-3","Hombre","21","1.80","Adelante izquierda","Baja","Alta","Media","Baja","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:41:51 PM GMT-3","Hombre","28","1.80","Adelante derecha","Media","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:42:01 PM GMT-3","Mujer","57","1.62","Adelante izquierda","Media","Alta","Baja","Baja","A gas","Fósforos","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:42:03 PM GMT-3","Hombre","26","1.83","Atrás izquierda","Alta","Baja","Alta","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Al frente"
"2020/08/11 4:42:11 PM GMT-3","Mujer","32","1.69","Atrás izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:42:33 PM GMT-3","Mujer","23","1.74","Adelante derecha","Baja","Alta","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:42:57 PM GMT-3","Mujer","25","1.65","Adelante derecha","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:43:15 PM GMT-3","Mujer","31","1.61","Adelante izquierda","Media","Media","Baja","Alta","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Derecha"
"2020/08/11 4:43:15 PM GMT-3","Mujer","24","1.63","Atrás derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/11 4:43:18 PM GMT-3","Mujer","40","1.67","Adelante derecha","Media","Media","Alta","Media","A gas","Encendedor","Día por medio","Derecha","No","No","Derecha"
"2020/08/11 4:43:27 PM GMT-3","Hombre","22","1.85","Atrás derecha","Media","Baja","Baja","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:43:43 PM GMT-3","Hombre","31","1.84","Adelante derecha","Baja","Baja","Alta","Media","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:43:46 PM GMT-3","Mujer","33","1.72","Adelante izquierda","Media","Alta","Media","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:44:17 PM GMT-3","Hombre","48","1.74","Adelante derecha","Alta","Media","Alta","Media","A gas","Botón de la cocina","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:44:21 PM GMT-3","Mujer","21","1.74","Adelante derecha","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:44:38 PM GMT-3","Hombre","32","1.75","Adelante izquierda","Alta","Alta","Baja","Baja","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:44:47 PM GMT-3","Hombre","21","1.8","Adelante izquierda","Alta","Media","Baja","Media","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:45:17 PM GMT-3","Mujer","19","1.67","Adelante derecha","Media","Baja","Media","Alta","A gas","Magiclik","Dos o tres veces por semana","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:45:39 PM GMT-3","Hombre","35","1.8","Adelante derecha","Funciona mal","Baja","Media","Media","A gas","Encendedor","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/11 4:45:43 PM GMT-3","Mujer","27","1.70","Adelante izquierda","Alta","Alta","Baja","Funciona mal","A gas","Magiclik","Todos los días","Derecha","No","No","Derecha"
"2020/08/11 4:46:05 PM GMT-3","Mujer","29","1.86","Atrás derecha","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/11 4:46:07 PM GMT-3","Mujer","37","1.73","Atrás izquierda","Alta","Baja","Funciona mal","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/11 4:46:07 PM GMT-3","Hombre","37","1.81","Atrás derecha","Media","Baja","Funciona mal","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/11 4:46:09 PM GMT-3","Hombre","26","3.1415926","Adelante izquierda","Alta","Media","Alta","Baja","A gas","Botón de la cocina;solo la de adelante izquierda, en las otras no funciona :(","Todos los días","Derecha","No","No","Derecha;Al frente"
"2020/08/11 4:46:14 PM GMT-3","Hombre","25","1.66","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
